time,pressure,joint,resample_u1_start,resample_u1_mid,resample_u1_end,resample_u2_start,resample_u2_mid,resample_u2_end,u1_init_offset_start,u1_init_offset_mid,u1_init_offset_end,L_init,L_arc,R_arc,u1_center_arc,u2_center_arc,theta_arc,theta_arc_start,theta_arc_end,delta_L,theta_joint
0.01,0.003,MCP,0,15.399972876590759,30.016170699091425,0,0.008733164543725924,-0.005472561274116335,0,15.4,30,30,30.01618304632996,9751.80911963543,13.230133411992913,-9751.800145069354,0.0030780117492139867,-0.0013566854424896856,0.0017213263067985135,0.01618304632996015,0.12609619339488645
0.02,0.006,MCP,0,15.401626086998544,30.045299329039846,0,0.016369853048509027,-0.008284382377329973,0,15.4,30,30,30.045338243661725,5469.803444887781,13.514467963833427,-5469.786749486847,0.005492946601535174,-0.0024707435742477,0.0030222030272994836,0.045338243661724675,0.31595109424530743
0.03,0.009,MCP,0,15.40387276611798,30.0750205948844,0,0.023219051044666875,-0.013916274070187844,0,15.4,30,30,30.075105567176305,3723.5254350972973,13.314579728284318,-3723.5016298886153,0.008077051195540022,-0.0035758069428160955,0.004501244252698248,0.07510556717630479,0.512856688862582
0.04,0.012,MCP,0,15.406684326444534,30.105297439426312,0,0.02932667562254857,-0.022207096585586162,0,15.4,30,30,30.105452458341727,2782.638122856216,13.000073330529808,-2782.6077554815674,0.010819032561603891,-0.0046718689414125105,0.006147163620195624,0.1054524583417269,0.7163318198520474
0.05,0.015,MCP,0,15.410032180473682,30.136092805466813,0,0.03473864387250323,-0.03299571015642112,0,15.4,30,30,30.136346813802717,2198.4893099526075,12.661000166635565,-2198.4528525876267,0.013707752263053924,-0.005758986452751752,0.007948765810315396,0.1363468138027173,0.9258951687934762
0.06,0.018,MCP,0,15.41388774070089,30.167369635807134,0,0.03950087288487993,-0.04612097501558892,0,15.4,30,30,30.167756806256953,1802.9737316954602,12.327332500958507,-1802.9315888455847,0.016732222037360543,-0.00683727573609414,0.009894946301274255,0.16775680625695344,1.1410649956420065
0.07,0.021,MCP,0,15.418269278398832,30.199159839894737,0,0.04358983785570096,-0.06167086599358742,0,15.4,30,30,30.199720958497366,1517.8131281741576,12.000155191000333,-1517.7656895361727,0.019896863716566942,-0.007906296229631838,0.011990567486943693,0.19972095849736604,1.362176608449754
0.08,0.024,MCP,0,15.42322930037849,30.231539086230764,0,0.04692612481015492,-0.07992782364998345,0,15.4,30,30,30.23232377326399,1302.135684739847,11.67335483227401,-1302.0833591824564,0.02321749117819783,-0.008964896157823437,0.014252595020371576,0.2323237732639889,1.590170444929643
0.09,0.027,MCP,0,15.428790572442804,30.264535956196955,0,0.0494718170823405,-0.10102240681127672,0,15.4,30,30,30.265603572624062,1133.5321073669381,11.348919058085976,-1133.4752932763663,0.02670026140055927,-0.010012163392296663,0.01668809800825279,0.2656035726240624,1.8254731418799626
0.1,0.03,MCP,0,15.434975860394715,30.29817903117508,0,0.05118899800635635,-0.12508517430396698,0,15.4,30,30,30.299600220466218,998.2978902173043,11.028154634218637,-998.2369745795256,0.03035126139941131,-0.011047182467869506,0.019304078931538075,0.2996002204662176,2.0685128696762476
0.11,0.033,MCP,0,15.441807930037156,30.33249689254688,0,0.052039750916301176,-0.15224668495455398,0,15.4,30,30,30.33435526602752,887.5791132987563,10.71196474500152,-887.5144709668166,0.03417650867570277,-0.01206903659927441,0.02210747207643477,0.33435526602751864,2.3197193360484873
0.12,0.036,MCP,0,15.44930954717307,30.367518121694108,0,0.05198615914627361,-0.1826374975895373,0,15.4,30,30,30.36991209262149,795.3996875415662,10.400993834514377,-795.3316806644103,0.03818195124829542,-0.01307680960501009,0.02510514164328636,0.3699120926214903,2.579523766387584
0.13,0.039,MCP,0,15.45743833520795,30.403234232281886,0,0.051117452630352035,-0.2159477106376204,0,15.4,30,30,30.406273132675032,718.010245146952,10.103014755138688,-717.9391626237167,0.04234796555925454,-0.01407131476718373,0.02827665079206804,0.4062731326750324,2.8471925084046745
0.14,0.042,MCP,0,15.466147675464741,30.439609399310953,0,0.04952014000763582,-0.2518768829181982,0,15.4,30,30,30.44341256361586,652.5119331171093,9.822155622586502,-652.4380032762903,0.04665571772486196,-0.015053405297511284,0.03160231242735062,0.44341256361585835,3.1219140234675167
0.15,0.045,MCP,0,15.475453970622574,30.476631196166522,0,0.047152222669755155,-0.2905697638438078,0,15.4,30,30,30.481334200883882,596.3606533285116,9.554619257384322,-596.284108533219,0.05111224899019774,-0.016022230865969458,0.0350900181242327,0.48133420088388235,3.4040069363916845
0.16,0.048,MCP,0,15.48537362336058,30.51428719623381,0,0.04397170200834019,-0.3321711028269865,0,15.4,30,30,30.52004377393026,547.6947381722092,9.297739125564252,-547.6158126539789,0.05572455173804131,-0.016976949238288765,0.0387476024997441,0.5200437739302615,3.69379413338094
0.17,0.051,MCP,0,15.495923036357883,30.552564972898004,0,0.03993657941502109,-0.3768256492802712,0,15.4,30,30,30.55954907916441,505.12007620690684,9.049615360945822,-505.039004284907,0.06049957330669754,-0.017916729058379207,0.04258284424831735,0.5595490791644089,3.9916028948703315
0.18,0.054,MCP,0,15.507118612293613,30.591452099544323,0,0.03500485628142802,-0.42467815261619934,0,15.4,30,30,30.599860140159066,467.5716248620101,8.80888013756525,-467.48863944145455,0.06544421969401952,-0.018840752613231416,0.0466034670807878,0.5998601401590662,4.297765025442509
0.19,0.057,MCP,0,15.518976753846895,30.630936149557968,0,0.02913453399919115,-0.4758733622473078,0,15.4,30,30,30.640989374804587,434.2214052121962,8.57454185119183,-434.1367364972658,0.07056535907029016,-0.019748218553027226,0.05081714051725966,0.6409893748045867,4.61261697846458
0.2,0.06,MCP,0,15.530405463884298,30.66954396739968,0,0.0240032689552862,-0.524456914642978,0,15.4,30,30,30.681317395527817,406.2922639009518,8.393038850979064,-406.2055644678032,0.07551538663558575,-0.020659108355179718,0.054856278280406325,0.6813173955278167,4.9167035452242835
0.21,0.063,MCP,0,15.540858467825954,30.706570316437364,0,0.02046670656167782,-0.5673980065388323,0,15.4,30,30,30.72002814941537,383.4222031030141,8.275277229455805,-383.3328913870354,0.08012062916753367,-0.021584352056206287,0.05853627711132434,0.72002814941537,5.200243639993057
0.22,0.066,MCP,0,15.55117075218131,30.743154648416958,0,0.017249831747479592,-0.609226727746769,0,15.4,30,30,30.758372321729482,363.37493282477925,8.178559369760952,-363.2828828503321,0.08464637910662176,-0.022509120187482787,0.062137258919136795,0.7583723217294818,5.47812283622225
0.23,0.069,MCP,0,15.562177303459833,30.78043641508441,0,0.013077629441805122,-0.6544731680786865,0,15.4,30,30,30.797638210500725,344.6671111889054,8.070654713428166,-344.5726078315017,0.08935473449806801,-0.02341793619434605,0.0659367983037208,0.7976382105007254,5.765265744085717
0.24,0.072,MCP,0,15.574713108170986,30.81955506818566,0,0.0066750845737680396,-0.7076674173464833,0,15.4,30,30,30.839153498190708,326.3242598573544,7.9271743146213165,-326.2279609089873,0.09450463018493133,-0.024294712827038028,0.07020991735789235,0.8391534981907078,6.0766336145097775
