time,pressure,mcp_start_u1,mcp_start_u2,mcp_u1,mcp_u2,mcp_end_u1,mcp_end_u2,pip_start_u1,pip_start_u2,pip_u1,pip_u2,pip_end_u1,pip_end_u2,dip_start_u1,dip_start_u2,dip_u1,dip_u2,dip_end_u1,dip_end_u2,tip_u1,tip_u2
0.35,0.245,0,0,0.220963,0.0113646,0.966095,-0.916032,0.750703,-3.37349,1.56722,-5.71441,2.06959,-9.65806,0.596039,-15.6622,0.355515,-20.5884,-0.632425,-26.5813,-5.5651,-37.8424
0.36,0.252,0,0,0.243666,-0.00927659,1.01846,-1.02129,0.780693,-3.63697,1.60695,-6.10647,2.08209,-10.2351,0.488994,-16.4711,0.167936,-21.5887,-0.95582,-27.7932,-6.23158,-39.3631
0.37,0.259,0,0,0.250511,-0.00788885,1.04535,-1.04698,0.796654,-3.72678,1.64058,-6.26478,2.10761,-10.514,0.430462,-16.9053,0.057027,-22.1647,-1.16827,-28.5345,-6.72054,-40.34
0.38,0.266,0,0,0.244184,0.0116587,1.05166,-1.00723,0.802143,-3.67416,1.67096,-6.23105,2.14722,-10.548,0.417301,-17.0328,0.0165289,-22.3936,-1.28023,-28.8923,-7.05148,-40.8763
0.39,0.273,0,0,0.233126,0.0376469,1.05079,-0.944336,0.803936,-3.57166,1.70041,-6.13011,2.19194,-10.4967,0.420141,-17.0534,0.000577859,-22.5022,-1.35821,-29.1173,-7.33002,-41.259
0.4,0.28,0,0,0.228373,0.0551837,1.05955,-0.911993,0.810673,-3.53533,1.7312,-6.1183,2.22915,-10.5594,0.399433,-17.2156,-0.0526741,-22.7707,-1.49187,-29.5185,-7.69745,-41.8374
0.41,0.287,0,0,0.238015,0.0527961,1.09076,-0.95123,0.828918,-3.65313,1.76494,-6.31411,2.24791,-10.8866,0.322682,-17.7053,-0.193884,-23.4087,-1.75455,-30.3254,-8.26847,-42.8679
0.42,0.294,0,0,0.264009,0.0279214,1.1471,-1.07204,0.85871,-3.94637,1.79925,-6.74665,2.2406,-11.5152,0.174367,-18.5665,-0.445487,-24.4647,-2.177,-31.5889,-9.08699,-44.4025
0.43,0.301,0,0,0.301375,-0.0127738,1.21988,-1.25012,0.893374,-4.36151,1.82881,-7.34379,2.20658,-12.3526,-0.0364712,-19.6824,-0.790446,-25.8058,-2.73189,-33.161,-10.105,-46.2694
0.44,0.308,0,0,0.340311,-0.0559105,1.29361,-1.43701,0.924617,-4.79353,1.85081,-7.96371,2.15711,-13.218,-0.273594,-20.8278,-1.17172,-27.1775,-3.33603,-34.7617,-11.1909,-48.1528
0.45,0.315,0,0,0.37048,-0.087027,1.35334,-1.58056,0.947878,-5.13106,1.86915,-8.45621,2.1143,-13.9206,-0.484261,-21.7682,-1.51098,-28.3167,-3.88004,-36.104,-12.1801,-49.7361
0.46,0.322,0,0,0.385586,-0.0970305,1.39072,-1.64788,0.963178,-5.30483,1.89071,-8.72797,2.0991,-14.3425,-0.625514,-22.361,-1.74681,-29.0648,-4.28059,-37.0177,-12.9516,-50.8362
0.47,0.329,0,0,0.386205,-0.0863268,1.40697,-1.64046,0.972759,-5.31893,1.91878,-8.78432,2.11667,-14.4913,-0.690395,-22.6173,-1.87058,-29.4355,-4.52704,-37.5197,-13.4926,-51.4773
0.48,0.336,0,0,0.379074,-0.064733,1.41212,-1.59364,0.979554,-5.24886,1.95081,-8.72697,2.15256,-14.496,-0.713354,-22.6964,-1.93322,-29.6077,-4.69037,-37.8055,-13.9103,-51.8769
0.49,0.343,0,0,0.374685,-0.0469051,1.42111,-1.5605,0.987332,-5.20781,1.98151,-8.70869,2.18152,-14.5502,-0.751971,-22.8352,-2.01946,-29.8466,-4.88844,-38.1626,-14.3803,-52.3498
0.5,0.35,0,0,0.382481,-0.0462804,1.44752,-1.58948,0.99957,-5.29826,2.00564,-8.86768,2.17948,-14.8286,-0.860565,-23.2461,-2.20946,-30.389,-5.23287,-38.8462,-15.0677,-53.171
0.51,0.357,0,0,0.407241,-0.069665,1.49784,-1.70512,1.01674,-5.57186,2.01828,-9.27366,2.1303,-15.4189,-1.07268,-24.0342,-2.55183,-31.3511,-5.79035,-39.9794,-16.0683,-54.4682
0.52,0.364,0,0,0.446662,-0.114159,1.56761,-1.89681,1.03481,-6.0042,2.01549,-9.8937,2.03131,-16.2783,-1.38672,-25.1444,-3.04169,-32.6694,-6.55124,-41.4898,-17.3614,-56.1558
0.53,0.371,0,0,0.490103,-0.16474,1.64137,-2.11048,1.04864,-6.48091,2.00095,-10.5734,1.90613,-17.2113,-1.74684,-26.3379,-3.59575,-34.0766,-7.3984,-43.088,-18.7713,-57.9182
0.54,0.378,0,0,0.525597,-0.204233,1.70283,-2.28397,1.05752,-6.87039,1.98723,-11.1353,1.79431,-17.9942,-2.07096,-27.3446,-4.0958,-35.2728,-8.17035,-44.453,-20.0638,-59.4146
0.55,0.385,0,0,0.546585,-0.222794,1.74487,-2.38212,1.0647,-7.10193,1.9865,-11.4839,1.72615,-18.5079,-2.30373,-28.0243,-4.46483,-36.1047,-8.76479,-45.4243,-21.0974,-60.4817
0.56,0.392,0,0,0.55196,-0.218523,1.76624,-2.39777,1.07291,-7.15977,2.00532,-11.5984,1.71376,-18.7271,-2.4244,-28.3487,-4.67466,-36.5424,-9.14521,-45.9735,-21.8234,-61.0968
0.57,0.399,0,0,0.549379,-0.202677,1.77765,-2.37205,1.08214,-7.13143,2.03467,-11.5969,1.73021,-18.801,-2.48823,-28.4983,-4.80458,-36.7869,-9.41985,-46.3162,-22.3987,-61.4902
0.58,0.406,0,0,0.548085,-0.188814,1.79061,-2.3531,1.09123,-7.11672,2.06229,-11.6133,1.74172,-18.897,-2.56179,-28.6733,-4.94885,-37.0588,-9.71549,-46.6859,-23.0032,-61.9054
0.59,0.413,0,0,0.560244,-0.19442,1.82055,-2.40437,1.09848,-7.24768,2.07132,-11.8261,1.70021,-19.2395,-2.73923,-29.1409,-5.24191,-37.6522,-10.2141,-47.3916,-23.8932,-62.66
0.6,0.42,0,0,0.589724,-0.225464,1.87183,-2.5468,1.10157,-7.56696,2.05333,-12.292,1.58592,-19.8976,-3.05643,-29.9807,-5.73353,-38.6525,-10.9811,-48.5194,-25.1567,-63.8354
0.61,0.427,0,0,0.632583,-0.276602,1.9379,-2.76103,1.09757,-8.03153,2.00842,-12.9538,1.40487,-20.799,-3.49573,-31.1038,-6.39669,-39.9598,-11.9774,-49.9602,-26.7323,-65.3114
0.62,0.434,0,0,0.680928,-0.336261,2.00911,-3.0059,1.08586,-8.55831,1.94413,-13.6983,1.18348,-21.8006,-4.00361,-32.3387,-7.15366,-41.384,-13.0961,-51.5116,-28.4663,-66.8762
0.63,0.441,0,0,0.722076,-0.386078,2.06988,-3.21471,1.07187,-9.00734,1.8842,-14.3378,0.980022,-22.6693,-4.47023,-33.4103,-7.85059,-42.6247,-14.1324,-52.8615,-30.0743,-68.2165
0.64,0.448,0,0,0.748513,-0.413797,2.11307,-3.34425,1.06365,-9.29287,1.85038,-14.7573,0.841514,-23.2634,-4.81473,-34.1556,-8.37707,-43.5072,-14.9432,-53.8335,-31.3666,-69.1636
