joints,max,min,range,range_ratio
MCP_PIP,19.573999999999998,19.41267473535214,0.16132526464785713,0.008241813867776497
PIP_DIP,13.608999999999995,13.446538253409313,0.16246174659068124,0.011937816635364928
DIP_TIP,15.417000000000002,15.345682474233595,0.07131752576640693,0.004625901651839328
