joint,lmbd,delta_l_theta_modifier,delta_l_n_bellow_modifier,gamma,c_theta,quadratic_correction_term,total_execution_time,total_function_evaluations,average_time_per_evaluation,mean_l2,max_l2
MCP,1.488240938979985,3.8452623837207485,0.012884401457880685,0.7926286572277548,5.0061832177243355,0.9335999158102383,476.4356573860023,4000004,0.00011910879523770533,0.6967378941385736,2.6134752390047136
PIP,1.3487380791253127,8.656117388922898,0.05655555973653568,0.3128163556990622,6.081003691395323,11.844882290171677,476.4356573860023,4000004,0.00011910879523770533,0.6967378941385736,2.6134752390047136
DIP,0.6493861607904289,12.039918127865715,0.07975340921529522,0.8462064951861826,4.610937610343771,-0.4445221592482368,476.4356573860023,4000004,0.00011910879523770533,0.6967378941385736,2.6134752390047136
