joints,max,min,range,range_ratio
MCP_PIP,23.267000000000003,22.86185496496074,0.40514503503926136,0.017412860920585433
PIP_DIP,16.599999999999994,16.32192024548583,0.2780797545141631,0.016751792440612243
DIP_TIP,17.049999999999997,16.952913647512045,0.09708635248795261,0.005694214222167309
