u1,u2,joint,pressure
31.184406956110614,-1.554629187389142,MCP_end,0.096
31.212773334065798,-1.6336972977873174,MCP_end,0.099
31.241998203544384,-1.715012409146746,MCP_end,0.102
31.27210683616662,-1.7986290733549497,MCP_end,0.105
31.303123711794704,-1.8846047054442325,MCP_end,0.108
31.335072395103868,-1.9729996736979316,MCP_end,0.111
31.36797540538839,-2.0638773883096935,MCP_end,0.114
31.401854079409226,-2.157304388288404,MCP_end,0.117
31.436728427095503,-2.253350426285001,MCP_end,0.12
31.472616979917834,-2.352088551000566,MCP_end,0.123
31.50953663175872,-2.4535951868179113,MCP_end,0.126
31.5475024721131,-2.5579502102813247,MCP_end,0.129
31.586527611460955,-2.665237023031244,MCP_end,0.132
31.62662299866394,-2.7755426207824923,MCP_end,0.135
31.667797230248837,-2.8889576579161917,MCP_end,0.138
31.710056351452792,-3.005576507236864,MCP_end,0.141
31.753403648918606,-3.1254973144272853,MCP_end,0.144
31.79783943494257,-3.2488220467146265,MCP_end,0.147
31.84336082319335,-3.375656535242308,MCP_end,0.15
31.889961495837134,-3.5061105106227077,MCP_end,0.153
31.93763146202274,-3.6402976311266553,MCP_end,0.156
31.986356807700076,-3.7783355029464802,MCP_end,0.159
32.036119436766455,-3.9203456919501916,MCP_end,0.162
32.08689680355795,-4.066453726325556,MCP_end,0.165
32.13866163672706,-4.216789089493996,MCP_end,0.168
32.191381654573775,-4.371485202655964,MCP_end,0.171
32.24501927192424,-4.530679396311241,MCP_end,0.174
32.299531298680485,-4.694512870080215,MCP_end,0.177
32.3548686301949,-4.863130640134983,MCP_end,0.18
32.410975929656004,-5.036681473532811,MCP_end,0.183
32.46779130270555,-5.215317808728756,MCP_end,0.186
32.52524596454345,-5.399195661529331,MCP_end,0.189
32.58326389981432,-5.588474515735274,MCP_end,0.192
32.64176151560891,-5.783317197708317,MCP_end,0.195
32.70064728795541,-5.983889734085343,MCP_end,0.198
32.75982140221833,-6.1903611918525545,MCP_end,0.201
32.819175387868036,-6.40290349998325,MCP_end,0.204
32.87859174813103,-6.621691251835138,MCP_end,0.207
32.93794358507948,-6.846901487497087,MCP_end,0.21
32.99709422076979,-7.07871345527097,MCP_end,0.213
33.055896815091955,-7.317308351471999,MCP_end,0.216
33.11419398104653,-7.562869037730621,MCP_end,0.219
33.17181739822152,-7.81557973498097,MCP_end,0.222
33.228587425300155,-8.075625693325296,MCP_end,0.225
33.28431271249002,-8.343192836970475,MCP_end,0.228
33.338789814825425,-8.618467383442294,MCP_end,0.231
33.391802807358175,-8.90163543629552,MCP_end,0.234
33.443122903316564,-9.19288255055316,MCP_end,0.237
33.49250807637863,-9.492393270126804,MCP_end,0.24
33.53970268827325,-9.800350636491908,MCP_end,0.243
33.58443712299199,-10.116935667917314,MCP_end,0.246
33.626427428964206,-10.442326808577363,MCP_end,0.249
33.66537497061989,-10.776699346908153,MCP_end,0.252
33.70096609083647,-11.120224802606453,MCP_end,0.255
33.732871785839194,-11.473070281711319,MCP_end,0.258
33.76074739419846,-11.835397799254086,MCP_end,0.261
33.784232301641524,-12.207363569012987,MCP_end,0.264
33.80294966347107,-12.589117259963837,MCP_end,0.267
33.81650614645734,-12.980801219078263,MCP_end,0.27
33.82449169214569,-13.382549660186601,MCP_end,0.273
33.82647930359528,-13.794487818692932,MCP_end,0.276
33.82202485763876,-14.216731072006052,MCP_end,0.279
33.810666944825684,-14.649384025631953,MCP_end,0.282
33.79192673928408,-15.092539564960964,MCP_end,0.285
33.76530790080531,-15.546277872876157,MCP_end,0.288
33.73029651152608,-16.01066541340954,MCP_end,0.291
33.68636104964805,-16.485753881778102,MCP_end,0.294
33.63295240270037,-16.971579121244254,MCP_end,0.297
33.569503922911466,-17.4681600073637,MCP_end,0.3
50.15918320970224,-0.07622766871148863,PIP_start,0.003
50.173635676807955,-0.1570655475315202,PIP_start,0.006
50.18801084699703,-0.24252127713103405,PIP_start,0.009
50.20229655089461,-0.3326026958383418,PIP_start,0.012
50.216479898796436,-0.42731786545260375,PIP_start,0.015
50.23054727081542,-0.5266750983237463,PIP_start,0.018
50.24448430616468,-0.6306829856799981,PIP_start,0.021
50.258275891482384,-0.7393504271818365,PIP_start,0.024
50.2719061480996,-0.8526866616785109,PIP_start,0.027
50.28535841814799,-0.9707012991403936,PIP_start,0.03
50.29861524940043,-1.0934043537372322,PIP_start,0.033
50.31165837873306,-1.2208062780289142,PIP_start,0.036
50.32446871409389,-1.3529179982315633,PIP_start,0.039
50.33702631485872,-1.489750950517727,PIP_start,0.042
50.349310370451576,-1.631317118305001,PIP_start,0.045
50.36129917710342,-1.777629070482697,PIP_start,0.048
50.372970112618944,-1.9287000005210941,PIP_start,0.051
50.38429960901853,-2.0845437664023865,PIP_start,0.054
50.39526312291834,-2.2451749313066482,PIP_start,0.057
50.405835103509744,-2.4106088049799874,PIP_start,0.06
50.41598895799521,-2.580861485705541,PIP_start,0.063
50.425697014336144,-2.7559499027910475,PIP_start,0.066
50.43493048116515,-2.935891859479413,PIP_start,0.069
50.44365940471371,-3.1207060761810363,PIP_start,0.072
50.4518526226036,-3.3104122339185347,PIP_start,0.075
50.45947771434992,-3.5050310178659907,PIP_start,0.078
50.46650094842121,-3.7045841608559926,PIP_start,0.081
50.47288722570238,-3.90909448671838,PIP_start,0.084
50.47860001920471,-4.1185859533048585,PIP_start,0.087
50.483601309868064,-4.333083695043584,PIP_start,0.09
50.48785151829969,-4.552614064857151,PIP_start,0.093
50.49130943229596,-4.777204675266553,PIP_start,0.096
50.49393212999357,-5.006884438492289,PIP_start,0.099
50.495674898499466,-5.241683605351961,PIP_start,0.102
50.496491147850456,-5.4816338027416105,PIP_start,0.105
50.49633232015657,-5.7267680694755105,PIP_start,0.108
50.49514779378613,-5.97712089024608,PIP_start,0.111
50.49288478245418,-6.232728227452434,PIP_start,0.114
50.48948822908109,-6.493627550632367,PIP_start,0.117
50.484900694293806,-6.759857863218583,PIP_start,0.12
50.47906223944852,-7.031459726325712,PIP_start,0.123
50.47191030406064,-7.308475279260046,PIP_start,0.126
50.46337957753629,-7.590948256429065,PIP_start,0.129
50.45340186510791,-7.878924000312653,PIP_start,0.132
50.44190594788715,-8.172449470142665,PIP_start,0.135
50.4288174369582,-8.47157324592179,PIP_start,0.138
50.41405862144725,-8.776345527397197,PIP_start,0.141
50.39754831051606,-9.086818127588366,PIP_start,0.144
50.379201669241844,-9.403044460452755,PIP_start,0.147
50.35893004836083,-9.725079522257017,PIP_start,0.15
50.33664080786866,-10.052979866205423,PIP_start,0.153
50.31223713448871,-10.386803569861264,PIP_start,0.156
50.28561785303786,-10.726610194881378,PIP_start,0.159
50.256677231739246,-11.072460738567973,PIP_start,0.162
50.2253047815528,-11.424417576726876,PIP_start,0.165
50.191385049617324,-11.782544397305882,PIP_start,0.168
50.15479740692139,-12.146906124272343,PIP_start,0.171
50.1154158303465,-12.517568831174472,PIP_start,0.174
50.07310867925251,-12.894599643817326,PIP_start,0.177
50.027738466803825,-13.278066631470775,PIP_start,0.18
49.97916162626518,-13.668038686014333,PIP_start,0.183
49.92722827252705,-14.064585388411835,PIP_start,0.186
49.871781959154184,-14.467776861897672,PIP_start,0.189
49.81265943128526,-14.877683611246535,PIP_start,0.192
