time,pressure,mcp_start_u1,mcp_start_u2,mcp_u1,mcp_u2,mcp_end_u1,mcp_end_u2,pip_start_u1,pip_start_u2,pip_u1,pip_u2,pip_end_u1,pip_end_u2,dip_start_u1,dip_start_u2,dip_u1,dip_u2,dip_end_u1,dip_end_u2,tip_u1,tip_u2
0.32,0.224,0,0,-0.178741,0.498828,0.193762,0.98536,0.0929974,1.10159,0.949423,0.453955,1.78843,-1.48145,1.15102,-5.76967,1.66732,-9.97016,1.36834,-15.9403,-2.28091,-26.4354
0.33,0.231,0,0,-0.191515,0.524714,0.186049,1.05187,0.0809999,1.22637,0.965205,0.587331,1.83004,-1.38454,1.16699,-5.75842,1.68548,-10.067,1.33803,-16.2006,-2.5018,-26.9332
0.34,0.238,0,0,-0.207626,0.55472,0.171992,1.13346,0.0621278,1.38871,0.973849,0.770581,1.86614,-1.22444,1.18264,-5.66353,1.70807,-10.0669,1.31752,-16.3517,-2.70355,-27.3023
0.35,0.245,0,0,-0.222221,0.582873,0.16076,1.2081,0.0459954,1.53359,0.985451,0.930814,1.90452,-1.09413,1.19749,-5.60825,1.72668,-10.1141,1.28631,-16.5577,-2.92836,-27.7333
0.36,0.252,0,0,-0.230619,0.603423,0.161183,1.25486,0.042182,1.6092,1.00998,0.999687,1.9524,-1.07992,1.211,-5.70524,1.733,-10.3398,1.22436,-16.9665,-3.2167,-28.3957
0.37,0.259,0,0,-0.230201,0.613148,0.178336,1.26196,0.0562657,1.58636,1.05299,0.938531,2.01371,-1.23114,1.2217,-6.01903,1.71994,-10.8188,1.11645,-17.6622,-3.59733,-29.384
0.38,0.266,0,0,-0.221068,0.612061,0.212089,1.22953,0.0878844,1.46568,1.11385,0.747876,2.08692,-1.54711,1.22662,-6.54791,1.68289,-11.5489,0.956055,-18.6408,-4.07905,-30.6906
0.39,0.273,0,0,-0.20514,0.602661,0.258514,1.16652,0.132302,1.26955,1.18708,0.457363,2.16669,-1.98985,1.22251,-7.24081,1.62069,-12.4698,0.745571,-19.8325,-4.65193,-32.232
0.4,0.28,0,0,-0.188159,0.591976,0.306759,1.09841,0.177793,1.0615,1.26079,0.150618,2.244,-2.45379,1.20987,-7.95952,1.54328,-13.4206,0.508668,-21.0559,-5.2675,-33.7995
0.41,0.287,0,0,-0.174589,0.585494,0.348454,1.04572,0.215906,0.892057,1.32617,-0.104891,2.31371,-2.85248,1.19317,-8.59064,1.46446,-14.2686,0.273632,-22.1608,-5.87345,-35.2221
0.42,0.294,0,0,-0.168065,0.58791,0.376616,1.02561,0.240135,0.804129,1.37766,-0.252507,2.37353,-3.1144,1.17939,-9.04132,1.40037,-14.9065,0.068888,-23.0278,-6.42049,-36.3664
0.43,0.301,0,0,-0.170366,0.601325,0.388408,1.04593,0.248123,0.815982,1.41323,-0.267729,2.42393,-3.20839,1.17407,-9.27215,1.36152,-15.2887,-0.0877772,-23.6069,-6.88,-37.1787
0.44,0.308,0,0,-0.180223,0.624291,0.385942,1.10121,0.242025,0.914465,1.43534,-0.167849,2.46687,-3.15624,1.17799,-9.31171,1.34785,-15.4487,-0.198396,-23.9369,-7.25798,-37.7057
0.45,0.315,0,0,-0.193966,0.652246,0.3758,1.17499,0.228161,1.05878,1.44986,-0.00678247,2.50574,-3.02637,1.1869,-9.24971,1.34763,-15.491,-0.285282,-24.1354,-7.595,-38.0812
0.46,0.322,0,0,-0.207004,0.679289,0.367049,1.24518,0.215479,1.19428,1.46555,0.142761,2.54497,-2.91125,1.19417,-9.20644,1.34339,-15.5557,-0.382207,-24.3593,-7.95133,-38.4818
0.47,0.329,0,0,-0.214578,0.699421,0.368611,1.29012,0.213106,1.26789,1.4911,0.210443,2.58905,-2.89996,1.19331,-9.29708,1.31739,-15.776,-0.522786,-24.7567,-8.38603,-39.0713
0.48,0.336,0,0,-0.213515,0.708978,0.386281,1.29613,0.227038,1.24599,1.5323,0.151362,2.64056,-3.0496,1.17916,-9.59504,1.25648,-16.237,-0.73196,-25.4213,-8.94213,-39.9518
0.49,0.343,0,0,-0.202868,0.706783,0.42175,1.25893,0.258764,1.11824,1.59007,-0.0482343,2.69893,-3.37752,1.14753,-10.1221,1.15259,-16.9632,-1.02271,-26.3786,-9.63925,-41.1477
0.5,0.35,0,0,-0.18466,0.695273,0.471013,1.18734,0.303636,0.907103,1.65953,-0.358832,2.75993,-3.84636,1.09736,-10.8288,1.00768,-17.8968,-1.38835,-27.5628,-10.4614,-42.5825
0.51,0.357,0,0,-0.163538,0.680107,0.525197,1.10243,0.35233,0.664456,1.73134,-0.711225,2.81816,-4.36776,1.03388,-11.6001,0.837822,-18.9038,-1.79672,-28.8235,-11.3501,-44.0878
0.52,0.364,0,0,-0.145178,0.668334,0.573974,1.02978,0.394904,0.452978,1.79666,-1.02239,2.87047,-4.8368,0.968326,-12.3012,0.668732,-19.8286,-2.20195,-29.9889,-12.2271,-45.475
0.53,0.371,0,0,-0.13295,0.66433,0.61125,0.985759,0.426142,0.31152,1.85105,-1.24002,2.91739,-5.18662,0.91183,-12.8467,0.522345,-20.5723,-2.56656,-30.9504,-13.0323,-46.6281
0.54,0.378,0,0,-0.129842,0.671784,0.631989,0.983687,0.442041,0.272459,1.89189,-1.32159,2.96044,-5.36437,0.87498,-13.1701,0.418268,-21.0598,-2.85926,-31.6277,-13.7166,-47.4632
0.55,0.385,0,0,-0.134343,0.688857,0.638641,1.01719,0.445101,0.32057,1.9216,-1.28654,3.00131,-5.39372,0.857759,-13.3018,0.355062,-21.3257,-3.08356,-32.0596,-14.288,-48.0257
0.56,0.392,0,0,-0.143387,0.711743,0.637038,1.07186,0.440604,0.419951,1.94504,-1.18328,3.04124,-5.33707,0.852029,-13.3233,0.315201,-21.4653,-3.27038,-32.3521,-14.7985,-48.4322
0.57,0.399,0,0,-0.151453,0.733309,0.637122,1.12188,0.437556,0.508659,1.96952,-1.09364,3.08093,-5.29707,0.843679,-13.3647,0.269526,-21.6272,-3.46938,-32.6672,-15.3283,-48.8562
0.58,0.406,0,0,-0.153689,0.747562,0.647948,1.14489,0.444395,0.531844,2.0024,-1.09128,3.12131,-5.36786,0.818364,-13.5468,0.187849,-21.9511,-3.73295,-33.1569,-15.9625,-49.4593
0.59,0.413,0,0,-0.146497,0.750124,0.67578,1.12486,0.466852,0.451168,2.04827,-1.22719,3.16196,-5.61348,0.765222,-13.9499,0.0482801,-22.5281,-4.09758,-33.9184,-16.7577,-50.3412
0.6,0.42,0,0,-0.129001,0.739792,0.721908,1.05758,0.505578,0.257409,2.10694,-1.51345,3.20059,-6.04852,0.678546,-14.5907,-0.158557,-23.3761,-4.57718,-34.9684,-17.7325,-51.5148
0.61,0.427,0,0,-0.103838,0.719899,0.78144,0.954828,0.555235,-0.02133,2.17331,-1.9134,3.23417,-6.62759,0.55978,-15.412,-0.426694,-24.4298,-5.15917,-36.2344,-18.8632,-52.8996
0.62,0.434,0,0,-0.0746012,0.694717,0.847207,0.833132,0.608644,-0.343123,2.24045,-2.36996,3.26022,-7.27624,0.418922,-16.3161,-0.733074,-25.5743,-5.80139,-37.5892,-20.0782,-54.3585
0.63,0.441,0.00E+00,0.00E+00,-0.0474286,0.672051,0.909023,0.720298,0.657063,-0.64328,2.30207,-2.7983,3.28064,-7.88995,0.273222,-17.1741,-1.04477,-26.665,-6.45044,-38.8786,-21.2952,-55.7312
0.64,0.448,0,0,-0.025836,0.656408,0.960281,0.633628,0.695714,-0.878602,2.355,-3.13935,3.29911,-8.39169,0.142918,-17.8863,-1.32432,-27.5861,-7.04525,-39.9782,-22.42,-56.8909
0.65,0.455,0,0,-0.0125445,0.651393,0.997148,0.585757,0.722553,-1.02124,2.39934,-3.35714,3.32063,-8.73867,0.0402952,-18.4029,-1.55214,-28.284,-7.55798,-40.8345,-23.4152,-57.7873
0.66,0.462,0,0,-0.00656912,0.655854,1.02123,0.572645,0.739496,-1.08025,2.43702,-3.46299,3.34685,-8.94391,-0.0325962,-18.7395,-1.72557,-28.7759,-7.9853,-41.467,-24.2774,-58.444
0.67,0.469,0,0,-0.00464945,0.665613,1.03833,0.578887,0.751174,-1.09301,2.4713,-3.50694,3.37612,-9.07115,-0.0888869,-18.9774,-1.86952,-29.1553,-8.36803,-41.9764,-25.0701,-58.966
0.68,0.476,0,0,-0.00208505,0.674586,1.05652,0.582194,0.763655,-1.11248,2.50603,-3.55975,3.4042,-9.20957,-0.149138,-19.2281,-2.02143,-29.5487,-8.76564,-42.4965,-25.8825,-59.4887
0.69,0.483,0,0,0.00620372,0.676145,1.08434,0.558465,0.78317,-1.19539,2.54458,-3.69684,3.42556,-9.45352,-0.236619,-19.6085,-2.22308,-30.0876,-9.24343,-43.1645,-26.8104,-60.1482
0.7,0.49,0,0,0.0240018,0.665427,1.12792,0.489929,0.81375,-1.38327,2.58863,-3.97364,3.43447,-9.87227,-0.371009,-20.2037,-2.5088,-30.8671,-9.85397,-44.0774,-27.9286,-61.0372
0.71,0.497,0,0,0.0527478,0.640494,1.18934,0.369341,0.855736,-1.69296,2.63692,-4.41292,3.42547,-10.4946,-0.565684,-21.0485,-2.90034,-31.9254,-10.6286,-45.2717,-29.2786,-62.1862
0.72,0.504,0,0,0.091004,0.60301,1.26536,0.203062,0.905102,-2.10796,2.68506,-4.99235,3.39513,-11.291,-0.819909,-22.1036,-3.39249,-33.2158,-11.5545,-46.6944,-30.835,-63.5366
0.73,0.511,0,0,0.134075,0.558826,1.34809,0.0123752,0.955106,-2.57833,2.72808,-5.6455,3.34557,-12.1785,-1.11739,-23.2656,-3.95398,-34.6208,-12.5804,-48.221,-32.5188,-64.9621
0.74,0.518,0,0,0.176961,0.514561,1.42881,-0.178298,0.999989,-3.04557,2.76358,-6.29411,3.2843,-13.0582,-1.43037,-24.4117,-4.53609,-36.0027,-13.6311,-49.7086,-34.2213,-66.3232
0.75,0.525,0,0,0.214901,0.476361,1.50063,-0.346364,1.03678,-3.45791,2.79213,-6.86887,3.22252,-13.8437,-1.72828,-25.4363,-5.0881,-37.2432,-14.6308,-51.0373,-35.8356,-67.5082
0.76,0.532,0,0,0.245071,0.448564,1.55954,-0.476831,1.06522,-3.7815,2.81727,-7.32577,3.17083,-14.4817,-1.98849,-26.2771,-5.57541,-38.2761,-15.5324,-52.1433,-37.3014,-68.4606
0.77,0.539,0,0,0.267843,0.4304,1.60661,-0.571542,1.0873,-4.02038,2.84109,-7.66872,3.13312,-14.9758,-2.20425,-26.9382,-5.98812,-39.1058,-16.3224,-53.0341,-38.6028,-69.194
0.78,0.546,0,0,0.285592,0.419221,1.64584,-0.641305,1.10564,-4.20116,2.86529,-7.93466,3.10553,-15.3742,-2.39071,-27.4811,-6.35327,-39.8029,-17.0435,-53.7832,-39.8023,-69.7795
0.79,0.553,0,0,0.30385,0.407222,1.68534,-0.713497,1.1234,-4.38599,2.88778,-8.20505,3.07452,-15.7765,-2.58184,-28.0252,-6.7256,-40.4982,-17.7743,-54.5217,-41.0064,-70.3402
0.8,0.56,0,0,0.327781,0.387517,1.73267,-0.813753,1.14265,-4.63425,2.90576,-8.55986,3.02363,-16.2825,-2.81827,-28.6915,-7.17088,-41.325,-18.6093,-55.3804,-42.3414,-70.9934
0.81,0.567,0,0,0.361712,0.35382,1.79382,-0.96454,1.16377,-4.9968,2.91431,-9.06648,2.93608,-16.9752,-3.13741,-29.5783,-7.74774,-42.3894,-19.6304,-56.4607,-43.9135,-71.8253
0.82,0.574,0,0,0.406841,0.304225,1.8693,-1.1723,1.18424,-5.48639,2.90834,-9.74133,2.80225,-17.8728,-3.55419,-30.7041,-8.47637,-43.7085,-20.8608,-57.7737,-45.7455,-72.8394
0.83,0.581,0,0,0.46124,0.240856,1.95573,-1.42922,1.20009,-6.08458,2.88379,-10.5597,2.62,-18.9442,-4.06677,-32.0296,-9.35046,-45.2367,-22.2873,-59.2697,-47.8137,-73.9829
