time,pressure,joint,resample_u1_start,resample_u1_mid,resample_u1_end,resample_u2_start,resample_u2_mid,resample_u2_end,u1_init_offset_start,u1_init_offset_mid,u1_init_offset_end,L_init,L_arc,R_arc,u1_center_arc,u2_center_arc,theta_arc,theta_arc_start,theta_arc_end,delta_L,theta_joint
0.01,0.007,MCP,0,15.39158211961157,30.000280969119423,0,0.018853146012434083,0.044608445976252534,0,15.4,30,30,30.00031557720873,27875.6246079694,-26.449029307138634,27875.612060245025,0.0010762203896457947,3.140643830607434,3.1395676102176218,3.155772087310993e-4,-0.062348723852334656
0.02,0.014,MCP,0,15.390379456504164,30.01457266578903,0,0.02706022036982573,0.05168656118708391,0,15.4,30,30,30.0146172084488,201955.19633174982,362.7834889945664,-201954.87048728418,1.486201779088867e-4,-0.0017963572648542828,6.281537570092583,0.014617208448800767,0.011012522222405424
0.03,0.021,MCP,0,15.388211695846797,30.027033145009003,0,0.03655603000469083,0.06335819290038205,0,15.4,30,30,30.027101478419524,27563.579692423693,73.17358999793161,-27563.48256455121,0.0010893759741472538,-0.00265472325306397,6.281619959900502,0.027101478419524483,0.06723851625260999
0.04,0.028,MCP,0,15.385029995629026,30.03757408506335,0,0.04739934781754856,0.07984025797882191,0,15.4,30,30,30.037683952399085,17325.64142277452,61.07038464339327,-17325.53379029575,0.0017337126643354522,-0.003524862925214026,6.281394156918858,0.037683952399085285,0.10548505530633713
0.05,0.035,MCP,0,15.381017516218776,30.04652102643014,0,0.05937026838831028,0.10032950728124251,0,15.4,30,30,30.04669423563736,14079.178246948977,62.035303477783465,-14079.04157712746,0.0021341227242540678,-0.004406187855624743,6.280913242048171,0.04669423563736075,0.1288367089502359
0.06,0.042,MCP,0,15.376283059898283,30.054069165487594,0,0.07233701317904728,0.12434396184507705,0,15.4,30,30,30.05433314598672,12941.157079512042,68.56853261264526,-12940.975423550575,0.002322383768416475,-0.005298510251206658,6.280209180696733,0.05433314598672112,0.1391427154371247
0.07,0.049,MCP,0,15.370935428949776,30.060413698613928,0,0.08616780365183088,0.15140164270775866,0,15.4,30,30,30.060801769445767,12901.546162557694,80.00899263695169,-12901.298072120664,0.0023300154408381624,-0.006201543944998245,6.279313778675416,0.060801769445767206,0.13825305928762804
0.08,0.056,MCP,0,15.364827777082313,30.06529659720245,0,0.10102382718921132,0.18211824810281996,0,15.4,30,30,30.06585379023517,14201.897532152783,101.05793633228357,-14201.537973306678,0.0021170307504449135,-0.007115865254087453,6.278186472675958,0.06585379023517035,0.12373062256897199
0.09,0.063,MCP,0,15.357876870426098,30.068569244637388,0,0.11700357985705456,0.216857767247654,0,15.4,30,30,30.06935468753367,18101.726685842277,145.58245134931116,-18101.1412556997,0.001661131847220493,-0.00804254883136253,6.276803890195716,0.06935468753367147,0.09415987188506333
0.1,0.07,MCP,0,15.35028692989507,30.070590955283308,0,0.13388124614240537,0.25476065765548433,0,15.4,30,30,30.071671424445547,29484.41564341589,264.8208283375929,-29483.226345883282,0.0010199174977090243,-0.008981842890986209,6.2752233817860406,0.07167142444554742,0.05292491810230735
0.11,0.077,MCP,0,15.34226217640317,30.07172104350478,0,0.15143101053230856,0.2949673768395345,0,15.4,30,30,30.07316758226657,119979.84880655062,1191.8371012353007,-119973.92901779481,2.50651820963327e-4,-0.00993380734489124,6.273502151656847,0.07316758226657072,0.0034114586425521808
0.12,0.084,MCP,0,15.332744157658492,30.07005821364932,0,0.17090932374785633,0.34213258289991083,0,15.4,30,30,30.07200563086193,31882.997098235504,-347.7013800534157,31881.10110577115,9.431988322241576e-4,3.130686894905266,3.1297436960730125,0.07200563086193057,-0.07242953441588466
0.13,0.091,MCP,0,15.321364749027547,30.06494454318003,0,0.19274413029760581,0.39785518840014017,0,15.4,30,30,30.067585759635417,11290.300275566988,-134.3610282312343,11289.500760731657,0.0026631342856933407,3.129691800946125,3.1270286666603684,0.06758575963541702,-0.18084230798734222
0.14,0.098,MCP,0,15.309363662911895,30.058604406134904,0,0.21546685534979934,0.4566920325485774,0,15.4,30,30,30.0620996097292,6591.482223090388,-85.10582591874953,6590.932778879731,0.004560749554086594,3.128680809511222,3.1241200599571135,0.06209960972919859,-0.30072438884949604
0.15,0.105,MCP,0,15.297980611713111,30.053262176551932,0,0.23760892407267917,0.5131999545535771,0,15.4,30,30,30.057693181359834,4779.434531944601,-66.57635439410589,4778.9708132797905,0.006288964307484783,3.12766244758002,3.1213734832725084,0.057693181359834256,-0.41096322166819166
0.16,0.112,MCP,0,15.28559988786981,30.045659536826022,0,0.26107639697557744,0.5748428784001485,0,15.4,30,30,30.05124542921993,3597.7683597880255,-53.79759567190121,3597.366118341549,0.008352746042546913,3.1266390503299237,3.118286304287388,0.051245429219928695,-0.5403083570705861
0.17,0.119,MCP,0,15.271324767998683,30.03416845651398,0,0.2869286122205236,0.6455711607065177,0,15.4,30,30,30.04125737361201,2729.8767064565563,-43.645969282864534,2729.527772677804,0.011004620575925666,3.125603715741802,3.1145990951658895,0.04125737361200876,-0.7040793573949434
0.18,0.126,MCP,0,15.257473440768413,30.023458740396677,0,0.3124269114548063,0.7146712896308677,0,15.4,30,30,30.032192230751892,2221.173776351775,-37.844383550652935,2220.8513564366426,0.01352086565693165,3.1245538180014716,3.1110329523445603,0.03219223075189248,-0.8609928597775537
0.19,0.133,MCP,0,15.246364094847666,30.018200193254945,0,0.3348326363257137,0.7714297533313799,0,15.4,30,30,30.028399215939753,1978.2850222962095,-35.81207801979782,1977.9608500952231,0.015179005490869852,3.123489077076327,3.1083100715854646,0.028399215939753475,-0.9697434956705062
0.2,0.14,MCP,0,15.23766861505238,30.017548279750148,0,0.35461370714681034,0.8176364763969513,0,15.4,30,30,30.02900615807624,1865.2267677759648,-35.77693929607169,1864.8836172379708,0.016099386239176613,3.1224104640204957,3.1063110777813088,0.029006158076239075,-1.0361774363583993
0.21,0.147,MCP,0,15.22970286412942,30.018075161072545,0,0.373757826734824,0.8611099329723683,0,15.4,30,30,30.030777410582512,1786.118031390091,-36.205345731016,1785.7510450780399,0.016813433873242023,3.1213208546644737,3.1045074207912307,0.030777410582512488,-1.090401865785849
0.22,0.154,MCP,0,15.222750997643887,30.02057568679644,0,0.3918060104917894,0.9001794355496496,0,15.4,30,30,30.034439745103516,1744.4452293067902,-37.27219000953744,1744.0470010590634,0.01721718701196405,3.120224813629956,3.103007626617997,0.03443974510351566,-1.1274850287750402
0.23,0.161,MCP,0,15.217097171160868,30.02584470649608,0,0.4082992738197404,0.9331742966208121,0,15.4,30,30,30.040712893231774,1745.8280829895075,-39.217538199449535,1745.3875443729949,0.017207142665382546,3.1191271900053885,3.10192004734002,0.04071289323177396,-1.1424910445936978
0.24,0.168,MCP,0,15.21305462688772,30.034548016045015,0,0.423098479411334,0.9589384763817455,0,15.4,30,30,30.050200294290473,1803.1295005740762,-42.521451819412725,1802.6280597992718,0.016665580749870245,3.118008438530372,3.101342857780505,0.050200294290473124,-1.1290528732161285
0.25,0.175,MCP,0,15.210321956106743,30.045934860880266,0,0.4366880357787311,0.9791576249385039,0,15.4,30,30,30.06219387189717,1915.5250030173904,-47.366438461759714,1914.9392830302015,0.015693971012929787,3.116862479457551,3.101168508444615,0.06219387189716841,-1.0922799927317606
0.26,0.182,MCP,0,15.208261337995438,30.058675264921348,0,0.449544277053222,0.9964235896483534,0,15.4,30,30,30.07545019464901,2071.7061830162556,-53.606730783705004,2071.0125125557465,0.014517237261348187,3.115714121642942,3.101196884381605,0.07545019464901159,-1.044454027839723
0.27,0.189,MCP,0,15.206234951731304,30.071439252087757,0,0.4621435373660966,1.0133282178685594,0,15.4,30,30,30.08873139130915,2252.3158037564576,-60.816638086841245,2251.494573918159,0.013359019788045068,3.1145875459437713,3.101228526155726,0.08873139130914964,-0.9978639455615375
0.28,0.196,MCP,0,15.204636129193414,30.08527030461843,0,0.4741320290322005,1.0279647902718807,0,15.4,30,30,30.10300942642245,2496.9719855065337,-70.22353070558428,2495.9843252992764,0.012055805832485453,3.113465469387897,3.1014096635553963,0.10300942642244948,-0.9433505174668311
0.29,0.203,MCP,0,15.204103993736366,30.101506647188923,0,0.48495863367978237,1.0376228866935238,0,15.4,30,30,30.119520672681425,2898.743434132153,-84.81057918181969,2897.5024870710836,0.01039054381910099,3.112330773191309,3.101940229372167,0.11952067268142486,-0.8686659220906277
0.3,0.21,MCP,0,15.204369411750964,30.119260417373717,0,0.4948036894102372,1.043688803234426,0,15.4,30,30,30.13742871184976,3543.486913519235,-107.65406770587504,3541.851226122923,0.008505020463563275,3.1112071497328815,3.1027021292692987,0.13742871184976124,-0.7814735998030278
0.31,0.217,MCP,0,15.205163249628002,30.137643752747255,0,0.5038475343249604,1.047548835995525,0,15.4,30,30,30.15589778107546,4610.875704438571,-145.10217668826257,4608.591988894463,0.006540167142663695,3.1101179085369255,3.1035777413942394,0.15589778107545982,-0.689438073011351
0.32,0.224,MCP,0,15.20708120560147,30.15787696211546,0,0.5112650742537495,1.0463319180464603,0,15.4,30,30,30.176046410757955,6966.770666185527,-226.48826411691357,6963.088149768065,0.004331425255207957,3.1090771325029363,3.1047457072476905,0.17604641075795513,-0.5818706438395528
0.33,0.231,MCP,0,15.210341968580112,30.180652500170453,0,0.5168830533268371,1.0389135550823012,0,15.4,30,30,30.198532519324406,17010.213236961732,-570.1081914182065,17000.6567819301,0.0017753176928849775,3.1080707352550165,3.1062954175622184,0.19853251932440585,-0.45279425850500665
0.34,0.238,MCP,0,15.214110890966854,30.204290723316024,0,0.5218595670962729,1.0292999021421279,0,15.4,30,30,30.221824856722023,33655.78560557655,1161.3563727311994,-33635.74224101574,8.979681892112617e-4,-0.0345137381720762,6.2495695371967654,0.2218248567220229,-0.31694631338482
0.35,0.245,MCP,0,15.217553325164626,30.227111987955958,0,0.5273527111141049,1.0214971142650213,0,15.4,30,30,30.244382426090443,8739.730848637746,310.29567630176007,-8734.220737987946,0.0034605622243852746,-0.035511494404867845,6.251134374999114,0.2443824260904428,-0.18906971861577435
