time,pressure,joint,u1_start,u1_mid,u1_end,u2_start,u2_mid,u2_end,u1_init_offset_start,u1_init_offset_mid,u1_init_offset_end,L_init,L_arc,R_arc,u1_center_arc,u2_center_arc,theta_arc,theta_arc_start,theta_arc_end,delta_L,theta_joint
0.08,0.024,MCP,0,15.3342806,30.0543464,0,0.15983,0.341313,0,15.4,30,30,30.056302594147652,7886.08551725429,-74.5254335943537,7885.733367619998,0.0038113082248963995,3.1321422687631113,3.1283309605381895,0.056302594147652485,-0.17818676831623564
0.08,0.024,PIP,53.286830800000004,63.775453999999996,74.299413,0.413565,0.204044,-0.400833,53.267,63.467,73.667,20.4,21.033271822309693,280.89568594420524,52.92206056492842,-280.48188409937785,0.07487929816938366,0.0012985971513498023,0.07617789532073388,0.6332718223096947,5.300177426599086
0.08,0.024,DIP,90.807197,101.360237,111.83694,-1.8805,-3.25715,-5.23225,90.267,100.467,110.667,20.400000000000006,21.306552809950336,188.16053067266478,71.75402755668992,-189.07388139256776,0.11323603698278509,0.1014340319474299,0.214670068930213,0.9065528099503304,8.08379763483169
0.09,0.027,MCP,0,15.3514587,30.100772,0,0.144773,0.270356,0,15.4,30,30,30.101990315220988,16431.25841758428,162.62494874964668,-16430.45362464099,0.0018319954290906089,-0.009897452754906156,-0.008065457325962134,0.10199031522098778,0.16696751097194235
0.09,0.027,PIP,53.329228900000004,63.847438,74.399535,0.202665,-0.0973505,-0.835548,53.267,63.467,73.667,20.4,21.10187539522642,255.29803837241136,51.31086163581522,-255.08739471715407,0.08265584620138931,0.00790600783121289,0.09056185403260246,0.7018753952264198,5.859216984061534
0.09,0.027,DIP,90.87858,101.451413,111.92393,-2.57518,-4.17293,-6.43956,90.267,100.467,110.667,20.400000000000006,21.411435500173027,169.4888214977915,70.85225616276644,-170.87671584051594,0.1263294848058875,0.11843387191121843,0.24476335671710509,1.0114355001730218,9.0096197442156285
0.1,0.03,MCP,0,15.3461829,30.124879,0,0.163208,0.291015,0,15.4,30,30,30.126304432622174,7581.440349219559,88.29777325946294,-7580.926148697915,0.003973691415474027,-0.011646832985605161,-0.0076731415701599545,0.12630443262217383,0.32485310003268125
0.1,0.03,PIP,53.3504966,63.919925,74.517757,0.15933,-0.222583,-1.12128,53.267,63.467,73.667,20.4,21.214272116504656,218.79561011189776,50.736770754409406,-218.62066780930994,0.09695931333199567,0.011946254378971777,0.10890556771096514,0.8142721165046574,6.861925841864694
0.1,0.03,DIP,90.955925,101.54343,111.99035,-3.19405,-5.07668,-7.70846,90.267,100.467,110.667,20.400000000000006,21.531400247897786,152.04224051854612,69.64828993744776,-153.73583021380153,0.14161459456572126,0.14060570135375194,0.2822202959194748,1.1314002478977798,10.089286281577296
0.11,0.033,MCP,0,15.3434901,30.147456,0,0.176748,0.303847,0,15.4,30,30,30.14903039652562,5138.493593369844,66.86018226662868,-5138.05859494909,0.0058672896732666294,-0.013011998126537937,-0.007144708453222982,0.149030396525621,0.4619331452695844
0.11,0.033,PIP,53.369614000000006,63.98354,74.621348,0.11662,-0.336108,-1.37541,53.267,63.467,73.667,20.4,21.314696990992783,194.61390210486297,50.38611715480249,-194.474411753922,0.10952299275880033,0.015330938275682614,0.12485393103448301,0.914696990992784,7.7431412770867505
0.11,0.033,DIP,91.017681,101.61625,112.03248,-3.73964,-5.87989,-8.84753,90.267,100.467,110.667,20.400000000000006,21.64876824161639,138.2536340134623,68.9716894418895,-140.22422365012548,0.15658733599370248,0.1601441210411326,0.31673145703483624,1.2487682416163857,11.142379779974947
0.12,0.036,MCP,0,15.3536775,30.179033,0,0.170121,0.26584,0,15.4,30,30,30.18031135720529,3263.904804851777,43.83906320815828,-3263.6103798816957,0.00924668860205188,-0.01343188115596589,-0.004185192553944564,0.1803113572052908,0.6692156433805417
0.12,0.036,PIP,53.395972,64.033225,74.69219,-0.00534656,-0.518213,-1.6525,53.267,63.467,73.667,20.4,21.37173702433617,184.74756366424913,49.82117743499258,-184.71832153385986,0.11568075161833302,0.019350824462551475,0.135031576080887,0.9717370243361714,8.188502874655128
0.12,0.036,DIP,91.05706599999999,101.666,112.06438,-4.2028,-6.51524,-9.71939,90.267,100.467,110.667,20.400000000000006,21.745318694925437,128.9863544978638,68.91559397850736,-131.2745705211116,0.16858619486982687,0.1725118722553628,0.3410980671251892,1.3453186949254317,11.987386531564566
0.13,0.039,MCP,0,15.355557000000001,30.196944,0,0.17427,0.265374,0,15.4,30,30,30.19824666583259,2898.067591996238,40.56567342045534,-2897.783669275334,0.010420131935236032,-0.01399794757016643,-0.0035778156349430858,0.19824666583258832,0.7466910641709174
0.13,0.039,PIP,53.408947000000005,64.069962,74.75199,-0.037147,-0.585228,-1.78923,53.267,63.467,73.667,20.4,21.428069751419475,176.0018714677183,49.707317464208145,-176.00008826582163,0.12174910171537433,0.02103331318386309,0.14278241489923807,1.0280697514194763,8.624850676703321
0.13,0.039,DIP,91.089919,101.71227999999999,112.09554,-4.48562,-6.94503,-10.3604,90.267,100.467,110.667,20.400000000000006,21.841319255077885,120.99065496632291,69.13763095586144,-123.4681213975037,0.180520712621626,0.18244840364088344,0.36296911626250905,1.4413192550778788,12.826373046667594
0.14,0.042,MCP,0,15.3345039,30.184797,0,0.211791,0.365783,0,15.4,30,30,30.187072800352478,4386.038299398807,68.23872125950332,-4385.507432522952,0.0068825374380543395,-0.015558795851719362,-0.008676258413590774,0.1870728003524782,0.5543017160317543
0.14,0.042,PIP,53.393805,64.09425399999999,74.81536,0.141243,-0.407362,-1.6712,53.267,63.467,73.667,20.4,21.513763256688296,162.69430661509995,50.41825761238455,-162.52585116078043,0.13223427238658864,0.018290211615629003,0.1505244840022169,1.1137632566882978,9.35711122400864
0.14,0.042,DIP,91.124624,101.76371,112.12237,-4.52097,-7.14729,-10.8042,90.267,100.467,110.667,20.400000000000006,21.952331325926526,112.7452264890131,69.45539881363892,-115.16422906209397,0.19470741254012874,0.1933997714315207,0.38810718397164967,1.5523313259265201,13.817063212624939
0.15,0.045,MCP,0,15.3063239,30.157911,0,0.258782,0.502436,0,15.4,30,30,30.162097303749032,30113.56520045588,516.706472539799,-30109.13189554529,0.0010016116359179024,-0.01715943718458282,-0.01615782554860193,0.1620973037490323,0.22650864409817925
0.15,0.045,PIP,53.3635924,64.102416,74.86394,0.410696,-0.109525,-1.40105,53.267,63.467,73.667,20.4,21.59470413512242,151.9966639826613,51.38305306528718,-151.57306407258702,0.14207354009812867,0.013030518771583894,0.15510405886971204,1.1947041351224215,10.040514069330372
0.15,0.045,DIP,91.152614,101.81358,112.15482,-4.35152,-7.10903,-10.9704,90.267,100.467,110.667,20.400000000000006,22.06043713588353,105.79996139656424,70.02522955008551,-108.02053879452701,0.20851082405593319,0.20104337286182541,0.40955419691775946,1.660437135883523,14.778900345428653
0.16,0.048,MCP,0,15.286986,30.133975,0,0.294562,0.611337,0,15.4,30,30,30.140196998880718,7293.222867202348,-132.86206029468988,7292.012579776416,0.004132630737834888,3.123374451219032,3.1192418204812116,0.14019699888071813,-0.08871169109157305
0.16,0.048,PIP,53.334074400000006,64.093869,74.88318,0.647258,0.175625,-1.09245,53.267,63.467,73.667,20.4,21.638529962428493,147.82620348619392,52.244832939084475,-147.17493245252115,0.1463781755340108,0.007368458986770745,0.15374663452078166,1.238529962428494,10.347296517265852
0.16,0.048,DIP,91.168801,101.86161,112.21126,-4.03989,-6.84601,-10.8206,90.267,100.467,110.667,20.400000000000006,22.152652448213583,100.67412600649085,70.99910416713195,-102.67286104336353,0.22004315633974628,0.20171145745703195,0.42175461379677803,1.7526524482135777,15.581004515134978
0.17,0.051,MCP,0,15.262982000000001,30.103756,0,0.335589,0.735508,0,15.4,30,30,30.112863116645343,3037.2747210806806,-59.13308235811841,3036.699031824944,0.009914435104484393,3.1221222980482346,3.1122078629437744,0.1128631166453431,-0.46355907852417655
0.17,0.051,PIP,53.296863900000005,64.073291,74.88932,0.923159,0.517184,-0.703152,53.267,63.467,73.667,20.4,21.673764695514674,145.0782848646747,53.22726276579401,-144.15510916914317,0.14939358233888278,4.79748826234095e-4,0.1498733311651176,1.273764695514675,10.564445699814488
0.17,0.051,DIP,91.17930299999999,101.9095,112.27795,-3.6051,-6.42814,-10.4827,90.267,100.467,110.667,20.400000000000006,22.240729469033,96.2783713707116,72.08855041324401,-97.97176762934849,0.23100442137099494,0.19960994196739634,0.4306143633383907,1.8407294690329934,16.34150201614588
