joints,max,min,range,range_ratio
MCP_PIP,24.688062025153766,23.267000000000003,1.4210620251537627,0.05756069567979433
PIP_DIP,16.599999999999994,16.411706191593364,0.18829380840663035,0.011343000506423518
DIP_TIP,17.049999999999997,16.977483073765676,0.07251692623432149,0.00425319215450566
