joints,max,min,range,range_ratio
MCP_PIP,19.573999999999998,19.3120156386225,0.2619843613774968,0.013384303738504999
PIP_DIP,13.608999999999995,13.36814632063848,0.24085367936151414,0.017698117375377635
DIP_TIP,15.417000000000002,15.320373417120088,0.09662658287991377,0.006267534726594912
