time,pressure,joint,u1_start,u1_mid,u1_end,u2_start,u2_mid,u2_end,u1_init_offset_start,u1_init_offset_mid,u1_init_offset_end,L_init,L_arc,R_arc,u1_center_arc,u2_center_arc,theta_arc,theta_arc_start,theta_arc_end,delta_L,theta_joint
0.25,0.175,DIP,91.205739,102.04185,112.46138,-2.34957,-5.20025,-9.44193,90.267,100.467,110.667,20.400000000000006,22.47029039819738,86.85222508794732,74.57323246013289,-87.5943277797529,0.2587186497000367,0.1926937869313185,0.45141243663135494,2.0702903981973755,17.84679112318272
0.26,0.182,MCP,0,15.179114,30.00957025,0,0.489633,1.12772,0,15.4,30,30,30.03133063324979,1396.4051659920667,-37.430232053569966,1395.9034226398858,0.021506172681561395,3.1147847352022033,3.0932785625206334,0.03133063324979091,-1.4440293732315181
0.26,0.182,PIP,53.854792,64.05479199999999,74.97451,1.72882,1.47703,0.255773,53.267,63.467,73.667,20.4,21.19757084049069,122.251600509708,55.94052227993801,-120.50498692911674,0.17339299241982023,-0.0170617928028634,0.15633119961695763,0.7975708404906925,11.852551501101676
0.26,0.182,DIP,91.243735,102.07627,112.44875,-2.73269,-5.75069,-10.2137,90.267,100.467,110.667,20.400000000000006,22.554010524918926,83.77251748756366,74.22752057904317,-84.75880250683639,0.269229231749746,0.20454745160226157,0.4737766833520077,2.1540105249189203,18.54210444085603
0.27,0.189,MCP,0,15.190513000000001,30.0487883,0,0.485079,1.0827,0,15.4,30,30,30.06863094755457,1816.2692656576085,-50.37365553029014,1815.5705825444913,0.016555161459866335,3.1138544119485814,3.0972992504887213,0.06863094755457055,-1.1715226384041253
0.27,0.189,PIP,53.924843,64.124843,75.06387000000001,1.57096,1.23875,-0.112573,53.267,63.467,73.667,20.4,21.23483975220023,117.51237976089764,55.20314730332337,-115.93446683288091,0.18070300163614034,-0.010878254001233791,0.16982474763490563,0.8348397522002315,12.41135923792918
0.27,0.189,DIP,91.28598,102.1022,112.40709,-3.33636,-6.55913,-11.2792,90.267,100.467,110.667,20.400000000000006,22.63905692556382,80.88859169361952,73.65252933598265,-82.2795400971861,0.2798794793128978,0.21976138895137692,0.49964086826427506,2.2390569255638155,19.248072407901233
0.28,0.196,MCP,0,15.206947,30.0970407,0,0.473986,1.01485,0,15.4,30,30,30.11427889274686,2924.3817252146623,-83.5021565031514,2923.189330958364,0.010297656640750736,3.1130349906978205,3.1027373340570783,0.1142788927468601,-0.8225247095649142
0.28,0.196,PIP,54.004261,64.204261,75.16012,1.35808,0.92815,-0.573597,53.267,63.467,73.667,20.4,21.27524687849773,113.04773845578259,54.34838167523824,-111.68913469778855,0.18819701454549057,-0.003044034417537573,0.18515298012795242,0.8752468784977303,13.002878352222538
0.28,0.196,DIP,91.32511,102.11498,112.33628,-4.06279,-7.5117,-12.5088,90.267,100.467,110.667,20.400000000000006,22.72510742632628,78.1783264078217,72.97983129715064,-80.0581942639599,0.2906829612567997,0.23686816361881632,0.5275511248756161,2.325107426326273,19.960629218367004
0.29,0.203,MCP,0,15.222658000000001,30.144048,0,0.463802,0.949838,0,15.4,30,30,30.15903120378521,7169.993516265061,-210.74167055898357,7166.895769548558,0.004206284306306518,3.1121962496516558,3.1079899653454213,0.15903120378521152,-0.48395309150302807
0.29,0.203,PIP,54.081229,64.281229,75.25284,1.15203,0.625228,-1.02768,53.267,63.467,73.667,20.4,21.317575951756375,108.84391020268755,53.57340494840759,-107.690695539851,0.1958545582574082,0.004665634421340751,0.20052019267874835,0.9175759517563762,13.607722745261364
0.29,0.203,DIP,91.35619,102.11531,112.24501000000001,-4.78209,-8.45837,-13.7328,90.267,100.467,110.667,20.400000000000006,22.812085629574117,75.63202042029603,72.35040724037188,-77.98716314763027,0.301619413349064,0.2540156917729002,0.5556351051219648,2.4120856295741113,20.679227670877623
0.3,0.21,MCP,0,15.233500000000001,30.181346,0,0.45971,0.907256,0,15.4,30,30,30.194979350269065,63741.745078940636,1930.312371141429,-63712.51023039722,4.7370807487109504e-4,-0.030287961718557584,6.2533710535356155,0.19497935026906532,-0.2302482024536554
